time,data
2021-09-26 02:00:00,大學生 老人 老人家 人 大學生 元醫 藥費 大學生 證 大學 老人 子女 精神 損失 法院 決女 大學生 小 视频 扶 訛 歸 墊付 訛 詐 報警 賠償 費 学 後 胡同 上海 
2021-09-25 21:16:00,网传 景区 摆锤 视觉 视频 停电 停  双阳 长春 
2021-09-25 05:24:00,核酸 阳性 食品 阳性 热门 时间 视频 检出 例 售前 发现 冷冻 处置 看剧  哈尔滨 哈市 
2021-09-24 12:03:00,工业 大学 狗 不读  湖北 
2021-09-23 21:29:00,小时 航班 航班 客机 国际 机场 高速公路 车辆 人 用户 视频 迫降 冲入 毁坏 死亡 谢列梅 莫斯科 俄罗斯 
2021-09-21 14:18:00,高铁 称票 座位 高铁 列车 乘客 上车 车票 座位 女子 票 座位 上车 靠窗 邻座 靠窗 乘客 上车 耳机 票 座位 曝霸 写 落座 买 坐在 换 戴 装 没 听到 拒绝 称 买 展开  永州 深圳 
2021-09-20 18:50:00,农村 医学院 姑娘 理工 副教授 人生 巅峰 姑娘 钱 钱 铁道 医学院 学校 高校 男朋友 毕业 人 结婚证 钱 生物系 硕士 男生 研究生 大 颜值 电视剧 学术 计划 博士 资料 水平 博士 博士 追求者 帅气 教授 学术交流 博士 惯例 教授 教授 毕业 理工 副教授 学校 学校 人才 理工 副教授 人生 巅峰 考入 走上 露露 露露 考上 并入 找 领 露露 想要 支持 考入 在读 想要 追求 选 原配 抛弃 结婚 选秀 想 去 参加 想要 淘汰 留在 才能 下 读 支持 帮 找 加上 读上 在读 选择 结婚 抛弃 去 上交 迷住 弄 去 读 抛弃 结了婚 想 留在 就让 提出 辞职 不想 只能 妥协 走上 帅哥 博士生 凤凰 老公 林黛玉 南京 加州 加州理工学院 东南大学 上海交通大学
2021-09-19 12:16:00,新闻 评论 环球时报 情况 触电 执法 辟谣 广州 广东台 
2021-09-19 10:39:00,视频 属实  北村 
2021-09-18 14:35:00,光谷 创业 街 人才 细节 杀 发生   
2021-09-16 10:50:00,农村 一代人 情感 付出   
2021-09-13 13:24:00,网友 爆料 光谷 路 枪战 发生  新竹 武汉 
2021-09-13 04:22:00, 发博 逮捕 安排   
2021-09-12 17:31:00,女子 人 网友 线索 暗 暗网 编号 去 提供 拍卖  成都 
2021-09-12 07:07:00,男子 持刀 伤人 店主 伤人 男子 刀具 电动车 男子 能量 博 公开课 军营 纪事 视频 击打 拨 邻居 推 压 制服  山东 滨州 
2021-09-07 20:33:00,学制 分流 后置 专业 前置 缩短 高考   
2021-08-30 18:42:00,机场 人 小吃店 发生爆炸 人 人 热门 视频 爆炸 致 死亡 痛心 致 死亡 受伤 结束 侠 无锡 喀布尔 
2021-08-24 22:11:00,胎生 一女 政府 视频 想 会 杨红旭 广东 湛江 
2021-08-20 21:28:00,母亲 男生 机构 孩子 开学 保哥 八卦 视频 强制 带 去 补课 举报 带 警察 查抄 拼   
2021-08-20 08:53:00,现场 补课班 电视台 跟踪报道 创作力 计划 金牌 视观 视频 带领 警察 抓 配合 小学生 呼和浩特市 
2021-08-19 13:24:00,博主 景区 人 游客 滚蛋 报警 视频 视频 佛系 网瘾 视频 自驾 遭 辱骂 拦车 收钱 选择 走心 搞笑 搞笑  西藏 
2021-08-19 11:51:00,双胞胎 家长 熟人 孩子 老师 家长 双胞胎 孩子 熟人 物理 老师 孩子 孩子 家长 老师 孩子 补课 求 补课 反手 举报 补习 托 找 补课 拿到 录取 反手 举报 赢 无 下限 堪忧 考完试 通知书 沈阳 漳州 中考 
2021-08-19 07:31:00,救 女孩 家属 男孩 家庭 宅女 黄 视频 落水 道歉 会 回报 秦皇岛  
2021-08-18 13:32:00,证券 股市 税收政策 年收入 人群 税收 力度 超过 收入 加大 好了吗 尔  
2021-08-18 10:04:00,年收入 群体 光 称为 收入   
2021-08-17 14:20:00,公交 大兵 唾沫 扶杆 病毒 书法家 视频 抹 琦 美国 武汉 
2021-08-08 12:30:00,教育局 时间 会议 内容 孩子 核酸 阳性 教师 机构 机构 机构 锁门 教育局 上级指示 机构 学科 学科 暂停营业 锁门 营业时间 部门 小组 机构 地毯式 校区 办学 负 法律责任 疫情 确诊 隔离 生 去 上课 公布 停业 接到 恢复 待定 会 组织 开门 吊销 许可证 沈阳 东 大东区 
2021-08-02 15:49:00,疫情 家 医院 空调 医院 疫情 事 事 疫苗 变异 疫苗 门窗 政府 小区 门窗 医院 患者 串门 人 建立 了台 组装 完毕 建立 意味着 隔离 会 做好 防护 做好 有用 庆幸 防护 做好 出门 关好 问 接触 保护 保护 担心 吃 会 关注 做好 作战 害怕 出门 关 接触 隔离 进去 熟悉 去 死亡 加油 明白 方仓 美的 湾头 扬州 
2021-07-31 08:56:00,疫情 全 状态 所有人 公共场合 口罩 恢复 佩戴  洛阳市 
2021-07-30 11:44:00,人 轨迹 太牛 景区 逼 嫖娼 恢复 开放  南京 
2021-07-29 23:14:00,女团 重剑 疾控中心 医院 精心 轻症 队友 医学观察 热门 猪 宝 视频 击剑 落败 安排 治疗 照顾 隔离 接受  中国 意大利 北京市 
2021-07-27 23:48:00,泪目 地铁 五号线 空车 报 回家 逝者 灵魂 回家 逝者 暴雨 号线 地铁口 花束 地铁 视频 运行 会 停留 会 站 愿 没能 愿 安息 互助 铺满 挺住 张治勋 郑州 河南 
2021-07-27 20:26:00,首金 洋房 人 得主 外加 羡慕   
2021-07-27 15:37:00,妹妹 值得 杨倩  
2021-07-27 00:03:00,正义 姐 视频 跳水 搅笑 蓝雪宝 香港 日本 
2021-07-26 21:03:00,路 隧道 人 太 死 死 难过   
2021-07-24 12:19:00,电话 大块 镇 化工厂 水 泄洪 求助 帮忙 爆炸 卫辉 新乡 北庄 
2021-07-24 10:22:00,喷药 全程 口罩 信息 伙伴 接 通知 消杀 需 出门 配戴 请 知悉 请 转告  郑州 
2021-07-23 19:47:00,网友 视频 能量 娱八婆 视频 发生 看 拍 希望 关注 支援 下雨 传递 齐齐哈尔 洪水 黑龙江 
2021-07-23 01:02:00,大楼 斑马线 小女孩 被车撞 肇事 司机 医院 孩子 伤势 接力 接力 接力 送往 不知 请 帮忙 转 合十 合十 合十 马巷 桐梓 民医院
2021-07-22 10:44:00,大雨 暴雨 家园 艺名 视频 暴雨 挺住 陈 河南 
2021-07-21 04:12:00,同感 灾情 空间 鳄鱼 人 刷 震到 咬 沉到 祝福 河南 周边地区 
2021-07-21 00:48:00,大雨 水族馆 爆缸 鳄鱼 经道 视频 跑 了谈  荥阳 
2021-07-16 15:56:00,人 缺德事 小孩 人贩子 众人 围观 小孩 人贩子 头号 博主说 网页 链接 干 偷 逮捕 愤怒 指责 偷 逮捕  广东 
2021-07-13 21:55:00,网友 投稿 事发 偶遇 女子 女孩 商场 视频 追 骂 滚出 滚 出 看  匹夫 杭州 爱国 中国 日本 
2021-07-01 20:41:00,交管 记录 党 上 开 信 支付 点击 返回 扣分 扣费   
2021-07-01 20:22:00,国家 优惠政策 单 罚款 个车 听说 扣分 搭 上   
2021-07-01 19:54:00,友情 建党 车辆 手机软件 软件 提示 打开 操作 点击 不交 退出 仅限 点击 不交 退出 打开 没了   
2021-07-01 19:15:00,据闻 车辆 异地 人 扣分 有没有  城市 
2021-07-01 18:14:00,撸 社会主义 羊毛 财经 楼市 扣分 扣钱   
2021-06-27 13:41:00,男高音 歌唱家 警方 视频 外出 坐车 停放 展开 搜寻 李 甘孜藏族自治州 四川 马庆 双江 
2021-06-27 06:44:00,退伍军人 购票 金牌 视观 视频 欠 看   
2021-06-25 09:36:00,机动车 系统 档案 档案 车主 部门 车友们 时间 通知 审 只能 提前 推迟 怕 会 锁定 锁 去 才能 解锁 安排   
2021-06-23 10:10:00,分数线 成绩 分数线 理科 省份 分数线 头像 视频 高考 高考 高考 分 分 高考 考不上 不换  山东省 
2021-06-22 07:40:00,孩子 妹 视频 可怜 酱   
2021-06-15 18:45:00,燃气 事故现场 小区 燃气 窗户 邻里 事故 原因 夫妻 纠纷 燃气 热门 视频 爆炸 爆炸 震碎 受 引爆 修道 吉林长春 十堰 波及 
2021-06-10 20:04:00,风筝节 大人 孩子 光 网页 链接 网页 链接 失误 放  山东 
2021-06-08 23:03:00,作弊 考场 学生 细节 手机 摄像头 眼镜 型号 屏蔽器 伪装成 样子 鬼 考生 发声 回应 考生 拍照 上传 拍 没用 看 卫星 武汉 
2021-06-08 10:52:00,本土 倾城 人 铭记 心 新增 例 确诊 之恋 广东 
2021-06-07 22:58:00,疫情 人网 传 收租 倾城 朋友 语榭 感染 增至 有没有 确认 之恋 南沙 广州 
2021-06-05 19:44:00,男子 步行街 人 持刀 伤人案 情况 凶犯 人数 公号 猫眼 视频 刺伤 突发 抓住 逃 伤亡 不详 不详 发声 看  安徽 安庆 
2021-06-03 17:06:00,街道口 砂仁 分尸 害怕  武汉 
2021-06-02 15:57:00,乡 水洼 米处 臭水 苍蝇 网页 链接 号称 郭 满天飞 邢 河 赞皇县 
2021-06-02 13:52:00,火神 山 医疗队 电影 视频 入驻 赵军 荔湾 鹤洞 
2021-05-30 01:48:00,警方 通报 男子 驾车 人 持刀 人 撞 捅  南京 
2021-05-28 09:34:00,奇闻 异事 视频 国际 风筝节 时 家长 好孩子 风筝 尾巴 小孩 天空 视频 超话 分享 照看 缠住 带上 青青 杨柳 林春增 潍坊市 山东省 
2021-05-27 16:31:00,科技 女主 瓜 自杀 吃 对错 致敬   
2021-05-26 20:35:00,科技 教室 朋友 女生 男生 人 说 跳楼 开除 够   
2021-05-26 19:41:00,女主 听说 自杀  黑龙江 
2021-05-22 19:26:00,黑人 潜力股 视频 挑衅  中国 
2021-05-22 17:08:00, 站   
2021-05-22 13:18:00,公园 车祸 酒 视频 驾毒 驾 雪儿  
2021-05-17 23:43:00,国家 工作组 国家 委派 工作组 性 疫情 报告 病例 热门 视频 派出 赴 出 赶赴 聚集 累计 例 确诊 看剧 卫健 卫健委 辽宁 
2021-05-14 11:32:00,豹子 转塘 猎狗 半死 转塘 用户 视频 被捕 咬 晓舟 六和塔 
2021-05-13 16:34:00,摩友 打了个 广告 去 想 无意  黄山 公安局
2021-05-09 12:30:00,警民 奇葩 国度 人口数量 国土面积 世界 火车 挂票 榜哥 视频 排 能买  贵州 印度 
2021-05-09 07:55:00,总统 露面 瓜众 酒干 身影 风 雨 哼唱 卖 无 熟悉 陪 想起 忘记 川普  
2021-05-07 11:02:00,风筝节 大人 好孩子 风筝 尾巴 成人 小孩 脖子 颈椎 视频 看 缠住 断 了飞鹏 潍坊 上拉 
2021-04-21 15:33:00,学生 砍刀 金店 视角 视频 据说 抢劫 飞行  南宁 普罗旺斯 
2021-04-14 13:28:00,避孕套 女子 小哥 法庭 损失 视频 送 迟到 导致 怀孕 外卖 告上 赔偿 共计 醉 笑江湖 砀山 
2021-04-12 23:18:00,老师 视频 路子 野 顺势 性 教育课 放错 改为  太原 理工大学
2021-03-27 00:53:00,新冠 疫苗 视频 接种 阳光  
2021-03-25 16:22:00,人民 感情 工人 视频 人 衣服 视频 抵制 作 死 聚集 为难 穿着  中国 新疆 
2021-03-25 11:06:00,黑粉 人 国足 挂 装死 想 拉 问 遍 有没有 解约 记得 王一博  
2021-03-25 09:21:00,网友 视频 买 烧   
2021-03-24 11:42:00,人 凶手 人 学校 杀人 凶手 杀人 楼道 盲区 小时 学校 公关 顺带 受害人 家属 人 作案 砍 杀 完 睡不着 做梦 操作 笑醒 想 会 兴奋 盯梢 下手 准在 想 死 看 躺 做 撤热 搜 帮 安慰 想杀 只能 承认 自伤 会 模仿 封神 郑州 财经学院
2021-03-12 19:39:00,电话 儿子 人 儿子 爸爸 手机号码 女人 老奶奶 知情者 请告 信息 兄弟姐妹 联系人 电话 冷漠 人 手指 孩子 好人 全家 求转 做 拐走 说出 看 抱 走 急 疯 感谢 留意 看 懒得 转 请 伸出 转转 会 重谢 帮忙 转发 转发 死 今天上午 谢谢 何伟 龙虾 幼儿园 涉县 邯郸 
2021-03-07 20:39:00,头条 文章 乡 村庄 人 环境 发表 晒晒 居住 依庄 曲周县 河北省 
2021-03-02 13:58:00,国家 病毒 病毒 效果 人数 病人 死亡率 时间 方式 针灸 氯喹 激素 吊水 后遗症 肺纤维化 尿毒症 心肌炎 医疗费 钱 人 人 人 病人 病人 病人 人 大夫 数据 大夫 中药 病人 对照组 人 人 官员 对照组 盐酸 氯 抗病毒 药 输液 百合 肺 汤 汤 对照组 病人 基本上 出院 病毒感染 理论 免疫系统 主因 外邪 正气 气 气 方法 力 祖国 医学 成立 是从 治愈 治疗 对比 惨败 治疗 死亡 痊愈 治疗 治疗 无 治疗 死亡 治疗 死亡 结束 治疗 跑 治疗 导致 治疗 超过 治疗 少于 失败 来自 说 治疗 观察 无 死亡 死 视察 治疗 佩服 夸奖 加 救 败毒 加减 转到 组来 下降 为辅 存 干 治疗 祛邪 强强 强强 强强 强强 强强 扶正 安顺 西医 奎 麻杏石 甘汤 礼拜 武汉 北京大学第三医院 中医中药 世界卫生组织
2021-03-01 08:49:00,外教 教师 学生 学生 成绩 家长 孩子 客厅 视频 猥亵 约定 做 调出  上门 广州 
2021-02-24 20:44:00,女 外教 男 学生 关系 外教 收费 学生 外教 老师 独门 秘诀 学生 成绩 关系 来自 猥亵 考得 发生 来自 做 受 喜爱 考得 发生 发现 涉及 展开 初中生 李老师 高中生 上门 广州 英国 
2021-02-24 16:16:00,外教 男 学生 成绩 学生 女 外教 学生 客厅 激情 动作片 博 视频 约定 做 猥亵 拍下 上演  上门 广州 英国 
2021-02-23 10:06:00,外教 教师 学生 学生 成绩 家长 孩子 客厅 现实 版 爱情 动作片 网友 英语老师 八级 猥亵 约定 做 调出 上演 说  上门 广州 
2021-02-22 19:53:00,外教 视频 学好   
2021-02-21 10:20:00,游客 网友 事情 二婶 视频 蹦极 失误 倒 吊 担心 发生 玩 搞笑 搞笑 搞笑   
2021-02-18 06:47:00,感染者 人 事实 局部 疫情 风险 状况 神 核酸 效果 疫情 新增 例 惊 暴发 面对 拍 流调 响应 应对 迎击 疏忽 周全 疏附县 新疆 喀什地区 
2021-02-10 06:06:00,财经 煤矿 事故 人 人 消息 时分 沟 煤矿 事故 事故 人 人 现场 人员 事故 原因 煤矿 事故 发生 遇难 受伤 发生 疑似 燃烧 截至 遇难 受伤 结束 受伤 接受 救治 处置 发生 死伤  威宁县 山镇 贵州 贵州省 
2021-01-30 08:37:00,核酸 肛 经历 人才 视频 小视频 星辰 计划 炮 视频 增加 搞笑 迷惑 赏 逗比   
2021-01-29 17:41:00,话 方舱 医院 疫情 形势 方舱 医院 人间 疫情 网页 链接 建造 完工 防范 先合 造 做 保护 观察 牛博超 浦东 上海 
2021-01-26 10:50:00,男子 时速 行车 朋友 视频 视频 拍摄 炫耀 撞 横穿 身亡 佔卜  福建 莆田 
2021-01-18 16:14:00,新冠 病毒 人 肺部 人 喉咙 时间 感染者 喉咙 疼痛 感染者 姜 枣 水 盐水 醋 新冠 病毒 条 讯息 善因 到达 会 停留 咳嗽 感到 喝茶 并用 漱口 消除 请 转发给 犹如 传送 姜水茶 温 南安市 
2021-01-17 13:15:00,旅游局 官 桃花节 赏花 时间 博 年度 桃花节 策划 小马 视频 开幕  西北 扎西 西藏 
2021-01-14 18:20:00,保税区 车间 发生爆炸 事故 记者 管理局 保税区 汽车 有限公司 车间 事故 管理局 保税区 消防 支队 事故现场 记者 保税区 消防 支队 事故现场 人员 伤者 医院 事故 原因 光 计划 洞见 计划 汽车 零件厂 视频 位于 喜爱 发生 爆炸 赶赴 处置 截至 发现 死亡 送往 说 超话 爆炸 说 唐戈 捷 滨海新区 天津 天津港 天津市 
2021-01-10 12:57:00,飞机 机舱 画面 客机 现场 遇难者 遗骸 环球 见闻 评论 视频 坠毁 定 崩溃 大哭 坠毁 发现  印尼 
2021-01-10 11:41:00,飞机 机舱 画面 视频 坠毁 定 崩溃 大哭  印尼 
2021-01-07 20:46:00,新冠 病毒 网页 链接 消灭 红茶  
2021-01-07 10:37:00,区 核酸 黑人 胖哥 视频 做 石家庄 杨力 藁城 
2021-01-04 13:52:00,清洁工 电子 手环 定位 功能 工人 原地 报警 声 佩戴 停留 会 触发   
2020-12-24 14:28:00,公交 人 公交车 人 现场 满地 碎片 网页 链接 滚 死亡 滚 身亡  山西 深谷 
2020-12-12 12:18:00,图 看   
2020-12-11 20:09:00,世界坐标 手段 出事地点 时间 小 暴力 毒打 牙齿 照片 电话 分局 派出所 电话 派出所 地址 路号 热线 国家 文件 政府 流浪 动物 犬舍 妥善安置 流浪狗 疫苗 领养 派出所 民警 国家 文件精神 社会 暴力 法律责任 派出所 权利 芯片 震惊 警察 残杀 走失 发怒 发怒 发怒 弄 走失 打掉 打死 作证 投诉 督察 打死 投诉 警察 执法 善待 扩建 抓捕 回来 做 绝育 开放 违反 倡导 构建 执法 追究 相关 走 丢有 打死 东明 萨摩耶 东明路 文明 浦东 浦路 南林 浦东新区 上海浦东 上海 农业部 中央政府
2020-12-09 11:50:00, 辨   
